src_tags	tgt_tags	distinct_tags
['prn', 'ind', 'mf', 'pl']	['prn', 'tn', 'mf', 'pl']	['tn', 'ind']
['prn', 'ref', 'p1', 'mf', 'sg']	['prn', 'tn', 'p1', 'GD', 'sg']	['ref', 'tn', 'mf', 'GD']
['prn', 'ind', 'nt']	['prn', 'tn', 'mf']	['tn', 'ind', 'mf', 'nt']
['prn', 'dem', 'mf']	['prn', 'tn', 'f']	['tn', 'f', 'dem', 'mf']
['prn', 'dem', 'mf', 'sg']	['prn', 'tn', 'm', 'sg']	['m', 'tn', 'dem', 'mf']
['prn', 'pos', 'p1', 'mf', 'pl']	['prn', 'pos', 'GD', 'ND']	['ND', 'p1', 'pl', 'mf', 'GD']
['prn', 'ref', 'p1', 'mf', 'pl']	['prn', 'tn', 'p1', 'GD', 'pl']	['ref', 'tn', 'mf', 'GD']
['prn', 'subj', 'p1', 'mf', 'sg']	['prn', 'tn', 'p1', 'mf', 'sg']	['subj', 'tn']
['prn', 'subj', 'p2', 'mf', 'sp']	['prn', 'tn', 'p3', 'mf', 'pl']	['sp', 'tn', 'p3', 'pl', 'subj', 'p2']
['prn', 'subj', 'p2', 'mf', 'sg']	['prn', 'tn', 'p2', 'mf', 'sg']	['subj', 'tn']
['prn', 'subj', 'p3', 'm', 'sg']	['prn', 'tn', 'p3', 'm', 'sg']	['subj', 'tn']
['prn', 'subj', 'p3', 'f', 'sg']	['prn', 'tn', 'p3', 'f', 'sg']	['subj', 'tn']
['prn', 'subj', 'p3', 'nt', 'sg']	['prn', 'tn', 'p3', 'm', 'sg']	['subj', 'tn', 'm', 'nt']
['prn', 'subj', 'p1', 'mf', 'pl']	['prn', 'tn', 'p1', 'mf', 'pl']	['subj', 'tn']
['prn', 'subj', 'p3', 'mf', 'pl']	['prn', 'tn', 'p3', 'f', 'pl']	['subj', 'f', 'mf', 'tn']
['prn', 'obj', 'p1', 'mf', 'sg']	['prn', 'enc', 'p1', 'mf', 'sg']	['enc', 'obj']
['prn', 'obj', 'p2', 'mf', 'sp']	['prn', 'enc', 'p2', 'mf', 'pl']	['sp', 'enc', 'obj', 'pl']
['prn', 'obj', 'p2', 'mf', 'sg']	['prn', 'pro', 'p2', 'mf', 'sg']	['pro', 'obj']
['prn', 'obj', 'p3', 'm', 'sg']	['prn', 'enc', 'p3', 'mf', 'sg']	['enc', 'mf', 'obj', 'm']
['prn', 'obj', 'p3', 'f', 'sg']	['prn', 'pro', 'p3', 'mf', 'sg']	['pro', 'f', 'obj', 'mf']
['prn', 'obj', 'p3', 'nt', 'sg']	['prn', 'enc', 'p3', 'nt']	['sg', 'enc', 'obj']
['prn', 'obj', 'p1', 'mf', 'pl']	['prn', 'enc', 'p1', 'mf', 'pl']	['enc', 'obj']
['prn', 'obj', 'p3', 'mf', 'pl']	['prn', 'enc', 'p3', 'f', 'pl']	['enc', 'f', 'obj', 'mf']
['prn', 'ind', 'mf', 'pl']	['prn', 'tn', 'GD', 'pl']	['tn', 'ind', 'mf', 'GD']
['prn', 'dem', 'mf', 'sg']	['prn', 'tn', 'nt']	['tn', 'nt', 'sg', 'dem', 'mf']
['prn', 'dem', 'mf', 'pl']	['prn', 'tn', 'GD', 'pl']	['tn', 'dem', 'mf', 'GD']
['prn', 'pos', 'p3', 'mf', 'pl']	['prn', 'pos', 'GD', 'ND']	['ND', 'p3', 'pl', 'mf', 'GD']
['prn', 'ref', 'p3', 'mf', 'pl']	['prn', 'tn', 'p3', 'GD', 'pl']	['ref', 'tn', 'mf', 'GD']
['prn', 'subj', 'p3', 'mf']	['prn', 'tn', 'p3', 'f']	['subj', 'tn', 'f', 'mf']
['prn', 'subj', 'p1', 'mf']	['prn', 'tn', 'p1', 'f']	['subj', 'tn', 'f', 'mf']
['prn', 'itg', 'mf', 'sp']	['prn', 'itg', 'GD', 'ND']	['sp', 'ND', 'mf', 'GD']
['prn', 'itg', 'mf', 'sp']	['prn', 'itg', 'f', 'pl']	['sp', 'f', 'mf', 'pl']
['prn', 'itg', 'mf', 'sg']	['prn', 'itg', 'GD', 'sg']	['mf', 'GD']
['prn', 'ind', 'mf']	[]	['prn', 'ind', 'mf']
['prn', 'subj', 'p2', 'mf']	['prn', 'tn', 'p2', 'f']	['subj', 'tn', 'f', 'mf']
['prn', 'pos', 'p2']	['prn', 'pos']	['p2']
['prn', 'pos', 'p2', 'mf', 'sp']	['prn', 'pos', 'GD', 'ND']	['sp', 'ND', 'p2', 'mf', 'GD']
['prn', 'ref', 'p2', 'mf', 'sg']	['prn', 'tn', 'p2', 'GD', 'sg']	['ref', 'tn', 'mf', 'GD']
['prn', 'ref', 'p2', 'mf', 'pl']	['prn', 'tn', 'p2', 'GD', 'pl']	['ref', 'tn', 'mf', 'GD']
['predet', 'sp']	['predet', 'f', 'pl']	['sp', 'f', 'pl']
['prn', 'rel']	['rel']	['prn']
['prn', 'rel', 'nn', 'mf', 'sg']	['rel', 'nn', 'f', 'sg']	['prn', 'f', 'mf']
['prn', 'rel', 'nn', 'mf', 'pl']	['rel', 'nn', 'm', 'pl']	['prn', 'm', 'mf']
['prn', 'rel', 'nn', 'mf', 'pl']	['rel', 'nn', 'f', 'pl']	['prn', 'f', 'mf']
['prn', 'rel', 'nn', 'mf', 'sg']	['rel', 'nn', 'nt', 'sg']	['prn', 'mf', 'nt']
['prn', 'rel', 'nn', 'mf', 'sp']	['rel', 'an', 'f', 'pl']	['sp', 'pl', 'prn', 'nn', 'f', 'an', 'mf']
['prn', 'rel', 'an']	['rel', 'nn']	['prn', 'an', 'nn']
['det', 'pos', 'mf', 'sp']	['rel', 'aa', 'GD', 'ND']	['sp', 'rel', 'GD', 'det', 'ND', 'pos', 'aa', 'mf']
['vbdo', 'imp']	[]	['vbdo', 'imp']
['vbdo', 'pres']	[]	['vbdo', 'pres']
['vbdo', 'pres', 'p3', 'sg']	[]	['sg', 'vbdo', 'p3', 'pres']
['vbdo', 'past']	[]	['past', 'vbdo']
['vbmod', 'pres']	[]	['vbmod', 'pres']
['vbmod', 'past']	[]	['past', 'vbmod']
['num', 'pl', 'sg']	['num', 'GD', 'sp']	['sg', 'sp', 'GD', 'pl']
['num', 'sg']	['num', 'mf', 'sp']	['sg', 'sp', 'mf']
['vbmod', 'past']	['vbmod']	['past']
['adj', 'f', 'sg']	['adj', 'ord', 'f', 'sg']	['ord']
['adj', 'm', 'sg']	['adj', 'ord', 'm', 'sg']	['ord']
['adj', 'pos', 'mf', 'sp']	['adj', 'pos', 'mf', 'pl']	['sp', 'pl']
['np', 'top', 'm', 'sg']	['np', 'top', 'f', 'sg']	['f', 'm']
['np', 'top', 'f', 'sg']	['np', 'top', 'm', 'sg']	['f', 'm']
['np', 'al', 'm', 'sg']	['np', 'al', 'f', 'sg']	['f', 'm']
['np', 'top', 'f', 'pl']	['np', 'top', 'f', 'sg']	['sg', 'pl']
['np', 'top', 'f', 'pl']	['np', 'top', 'm', 'pl']	['f', 'm']
['np', 'al', 'm', 'sg']	['np', 'al', 'mf', 'sp']	['sg', 'sp', 'mf', 'm']
['np', 'al', 'f', 'sg']	['np', 'al']	['sg', 'f']
['np', 'top', 'f', 'pl']	['np', 'top', 'm', 'sg']	['sg', 'f', 'm', 'pl']
['n', 'acr', 'm', 'sg']	['n', 'acr', 'm', 'sp']	['sg', 'sp']
['det', 'ind', 'GD', 'sg']	['det', 'ind', 'mf', 'sg']	['mf', 'GD']
['det', 'ind', 'f', 'sg']	['det', 'ind', 'mf', 'sg']	['f', 'mf']
['det', 'ind', 'm', 'sg']	['det', 'ind', 'mf', 'sg']	['mf', 'm']
['prn', 'tn', 'GD', 'sg']	['prn', 'tn', 'mf', 'sg']	['mf', 'GD']
['prn', 'tn', 'f', 'sg']	['prn', 'tn', 'mf', 'sg']	['f', 'mf']
['prn', 'tn', 'm', 'sg']	['prn', 'tn', 'mf', 'sg']	['mf', 'm']
['np', 'al', 'f', 'sg']	['np', 'al', 'm', 'sg']	['f', 'm']
['rel', 'GD', 'ND']	['rel', 'an', 'mf', 'sp']	['ND', 'sp', 'an', 'mf', 'GD']
['adj', 'ind', 'mf', 'sg']	['adj', 'ind', 'm', 'sg']	['m', 'mf']
['np', 'top', 'un', 'sg']	['np', 'loc']	['top', 'sg', 'un', 'loc']
['n', 'm', 'sg']	['n', 'f', 'sg']	['f', 'm']
['n', 'acr', 'f']	['n', 'acr', 'm']	['f', 'm']
['n', 'm', 'pl']	['n', 'mf', 'pl']	['mf', 'm']
['prn', 'tn', 'mf', 'sp']	['det', 'ind', 'GD', 'pl']	['sp', 'ind', 'prn', 'GD', 'det', 'tn', 'pl', 'mf']
['n', 'acr', 'f', 'sg']	['n', 'acr', 'mf', 'sp']	['sg', 'f', 'mf', 'sp']
['np', 'al', 'm', 'sg']	['np', 'al']	['sg', 'm']
['n', 'm', 'sp']	['n', 'f', 'sg']	['sp', 'sg', 'f', 'm']
['np', 'cog', 'mf', 'sp']	['np', 'ant']	['sp', 'cog', 'ant', 'mf']
['vblex', 'pp']	['adj']	['adj', 'pp', 'vblex']
['np', 'al', 'f', 'sg']	['np', 'al', 'mf', 'sp']	['sg', 'f', 'mf', 'sp']
['det', 'dem', 'mf', 'pl']	['det', 'dem', 'm', 'pl']	['m', 'mf']
['rel', 'nt']	['rel', 'an', 'mf', 'sp']	['sp', 'an', 'mf', 'nt']
['rel', 'mf', 'sp']	['rel', 'an', 'nt']	['sp', 'an', 'mf', 'nt']
['rel', 'f']	['rel', 'an', 'f']	['an']
['rel', 'm']	['rel', 'an', 'm']	['an']
['rel', 'nt']	['rel', 'an', 'm', 'sg']	['sg', 'an', 'm', 'nt']
['num', 'mf', 'sg']	['num', 'mf', 'sp']	['sg', 'sp']
['n', 'acr', 'm', 'sp']	['n', 'acr', 'm', 'sg']	['sp', 'sg']
['rel', 'adv']	['rel', 'nn', 'm', 'sg']	['sg', 'm', 'nn', 'adv']
['np', 'al', 'f']	['np', 'al', 'm']	['f', 'm']
['rel', 'GD', 'ND']	['rel', 'mf', 'sp']	['sp', 'GD', 'mf', 'ND']
['n', 'mf', 'sp']	['n', 'GD', 'ND']	['sp', 'ND', 'mf', 'GD']
['n', 'm', 'sp']	['n', 'f', 'm']	['sp', 'f']
['rel', 'mf', 'sp']	['rel', 'aa', 'm', 'sg']	['sp', 'm', 'sg', 'aa', 'mf']
['adj', 'GD', 'sp']	['adj', 'sup', 'm', 'sg']	['sp', 'sup', 'm', 'sg', 'GD']
['adj', 'm', 'sp']	['adj', 'mf', 'ND']	['sp', 'mf', 'm', 'ND']
['n', 'mf', 'pl']	['n', 'm', 'pl']	['m', 'mf']
['vblex', 'pp']	['vbser', 'pp']	['vbser', 'vblex']
['adj', 'mf', 'sp']	['adj', 'mf', 'sg']	['sp', 'sg']
['adj', 'm', 'sp']	['adj', 'm', 'sg']	['sp', 'sg']
['adj', 'f']	['adj', 'sup', 'f']	['sup']
['adj', 'm', 'sp']	['adj', 'sup', 'm', 'sg']	['sp', 'sg', 'sup']
['n', 'f', 'sp']	['n', 'f', 'sg']	['sp', 'sg']
['np', 'top', 'm', 'sg']	['np', 'top', 'f', 'pl']	['sg', 'f', 'm', 'pl']
['det', 'def', 'GD', 'sg']	['det', 'def', 'mf', 'sg']	['mf', 'GD']
['det', 'def', 'mf', 'pl']	['det', 'def', 'm', 'pl']	['m', 'mf']
['det', 'def', 'mf', 'sg']	['det', 'def', 'GD', 'sg']	['mf', 'GD']
['prn', 'enc', 'p3', 'mf', 'pl']	['prn', 'enc', 'p3', 'm', 'pl']	['m', 'mf']
['prn', 'pro', 'p3', 'GD', 'sg']	['prn', 'pro', 'p3', 'mf', 'sg']	['mf', 'GD']
['prn', 'pro', 'p3', 'mf', 'pl']	['prn', 'pro', 'p3', 'm', 'pl']	['m', 'mf']
['prn', 'pro', 'p3', 'mf', 'sg']	['prn', 'pro', 'p3', 'GD', 'sg']	['mf', 'GD']
['np', 'ant', 'm', 'sg']	['np', 'ant', 'f', 'sg']	['f', 'm']
['prn', 'tn', 'pos', 'mf', 'pl']	['prn', 'tn', 'pos', 'm', 'pl']	['m', 'mf']
['prn', 'tn', 'mf', 'pl']	['prn', 'tn', 'f', 'pl']	['f', 'mf']
['np', 'ant', 'f', 'sg']	['np', 'ant']	['sg', 'f']
['np', 'top', 'f', 'sg']	['np', 'loc']	['top', 'f', 'sg', 'loc']
['prn', 'tn', 'p3', 'm', 'pl']	['prn', 'tn', 'ref', 'p3', 'm', 'pl']	['ref']
['n', 'm', 'sp']	['n', 'm', 'pl']	['sp', 'pl']
['adj', 'ind']	['adj']	['ind']
['num', 'GD', 'sp']	['num', 'mf', 'sp']	['mf', 'GD']
['num', 'f', 'sp']	['num', 'mf', 'sp']	['f', 'mf']
['det', 'pos', 'mf', 'pl']	['det', 'pos', 'm', 'pl']	['m', 'mf']
['det', 'ind', 'f']	['det', 'ind', 'mf']	['f', 'mf']
['det', 'ind', 'm']	['det', 'ind', 'mf']	['mf', 'm']
['prn', 'tn', 'mf', 'sp']	['prn', 'tn', 'mf', 'sg']	['sp', 'sg']
['np', 'top', 'm', 'pl']	['np', 'top', 'm', 'sg']	['sg', 'pl']
['adj', 'mf', 'sg']	['adj', 'GD', 'sg']	['mf', 'GD']
['det', 'pos', 'mf']	['det', 'pos', 'm']	['m', 'mf']
['prn', 'pro', 'ref', 'p3', 'mf', 'sp']	['prn', 'tn', 'p1', 'mf', 'pl']	['sp', 'pro', 'tn', 'p3', 'p1', 'pl', 'ref']
['n', 'acr', 'm']	['n', 'm']	['acr']
['np', 'al', 'f', 'pl']	['np', 'al', 'f', 'sg']	['sg', 'pl']
['adj', 'mf', 'sp']	['adj', 'ind', 'm', 'sg']	['sp', 'ind', 'm', 'sg', 'mf']
['n', 'm', 'sg']	['np', 'top', 'm', 'pl']	['pl', 'sg', 'top', 'n', 'np']
['np', 'top', 'm', 'sg']	['np', 'top', 'm', 'pl']	['sg', 'pl']
['det', 'ind', 'mf']	['det', 'ind', 'm']	['m', 'mf']
['n', 'acr', 'f']	['n', 'f']	['acr']
['rel', 'mf', 'sp']	['rel', 'an', 'mf', 'sp']	['an']
['det', 'ind', 'mf', 'pl']	['det', 'ind', 'm', 'pl']	['m', 'mf']
['rel', 'mf', 'sp']	['rel', 'nn', 'mf', 'sp']	['nn']
['prn', 'itg', 'mf', 'sp']	['prn', 'itg', 'mf', 'sg']	['sp', 'sg']
['prn', 'mf', 'sp']	['prn', 'mf', 'sg']	['sp', 'sg']
['np', 'al', 'm', 'sg']	['np', 'top', 'm', 'sg']	['top', 'al']
['np', 'top', 'm', 'sg']	['n', 'acr', 'm', 'sg']	['top', 'acr', 'n', 'np']
['n', 'm', 'sg']	['n', 'acr', 'f', 'sg']	['acr', 'f', 'm']
['prn', 'tn', 'ref', 'p3', 'mf', 'sp']	['prn', 'tn', 'ref', 'p3', 'f', 'sg']	['sp', 'sg', 'f', 'mf']
['predet', 'm', 'sg']	['predet', 'nt', 'sp']	['sg', 'sp', 'm', 'nt']
['prn', 'tn', 'p2', 'mf', 'pl']	['prn', 'tn', 'p3', 'mf', 'sg']	['p2', 'sg', 'p3', 'pl']
['prn', 'tn', 'p2', 'mf', 'pl']	['prn', 'tn', 'p3', 'm', 'sg']	['sg', 'p3', 'm', 'pl', 'p2', 'mf']
['prn', 'tn', 'p2', 'mf', 'pl']	['prn', 'tn', 'p3', 'm', 'pl']	['p2', 'm', 'p3', 'mf']
['n', 'acr', 'm', 'sg']	['n', 'acr', 'mf', 'sp']	['sg', 'sp', 'mf', 'm']
['n', 'acr', 'm']	['n', 'f']	['acr', 'f', 'm']
['num', 'm']	['num', 'mf']	['mf', 'm']
['prn', 'p3', 'GD']	['prn', 'pers', 'p3', 'mf']	['pers', 'mf', 'GD']
['det', 'qnt', 'GD']	['det', 'qnt', 'm']	['m', 'GD']
['det', 'qnt', 'f']	['det', 'qnt', 'm']	['f', 'm']
['det', 'emph', 'GD']	['det', 'emph', 'm']	['m', 'GD']
['det', 'qnt', 'ind']	['det', 'qnt']	['ind']
['det', 'qnt', 'def']	['det', 'qnt']	['def']
['n', 'f']	[]	['f', 'n']
['n', 'f']	['n', 'nt']	['f', 'nt']
['n', 'm']	['n', 'nt']	['m', 'nt']
['n', 'nt']	[]	['n', 'nt']
['n', 'm']	[]	['n', 'm']
['n', 'nt']	['n', 'f']	['f', 'nt']
['n', 'nt']	['n', 'm']	['m', 'nt']
['n', 'nt', 'sg', 'ind']	['n', 'mf', 'sp']	['sp', 'ind', 'nt', 'sg', 'mf']
['n', 'm']	['m']	['n']
['n', 'f', 'sg', 'def']	['n', 'f', 'pl', 'def']	['sg', 'pl']
['n', 'nt', 'sg', 'ind']	['n', 'nt', 'sp']	['sg', 'sp', 'ind']
['n', 'nt']	['n', 'mf']	['mf', 'nt']
['n', 'f', 'pl', 'def']	['n', 'mf', 'pl', 'ind']	['f', 'mf', 'ind', 'def']
['n', 'mf']	['n', 'nt']	['mf', 'nt']
['n', 'm', 'pl']	['n', 'nt', 'sg']	['sg', 'nt', 'm', 'pl']
['np', 'org', 'f']	['np', 'org', 'm']	['f', 'm']
['np', 'top', 'f']	['np', 'top', 'm']	['f', 'm']
['np', 'org', 'm']	['np', 'org']	['m']
['adj', 'sint', 'comp', 'un', 'sp']	['adj', 'pst', 'un', 'sp', 'def']	['pst', 'sint', 'comp', 'def']
['vblex', 'pstv']	['vblex']	['pstv']
['prn', 'ind']	['prn', 'qnt']	['qnt', 'ind']
['prn', 'ind', 'px3sp']	['prn', 'qnt']	['qnt', 'px3sp', 'ind']
['det', 'ind']	['det', 'qnt']	['qnt', 'ind']
['det', 'ind']	['det', 'neg']	['ind', 'neg']
['det', 'ind']	['det', 'dem']	['dem', 'ind']
['det', 'ind']	['adj']	['det', 'adj', 'ind']
['prn', 'ind']	['adj', 'subst']	['prn', 'adj', 'ind', 'subst']
['det', 'itg']	['det', 'qnt']	['qnt', 'itg']
['v', 'tv']	['v', 'iv']	['tv', 'iv']
['n', 'attr']	['adj']	['adj', 'attr', 'n']
['np', 'cog', 'm']	['np', 'cog', 'mf']	['mf', 'm']
['np', 'cog']	[]	['cog', 'np']
['np', 'al']	['np', 'org']	['al', 'org']
['np', 'top']	['np', 'top', 'px3sp']	['px3sp']
['np', 'pat']	[]	['pat', 'np']
['adj', 'subst']	['n']	['adj', 'n', 'subst']
['adv', 'itg']	['prn', 'itg', 'loc']	['prn', 'loc', 'adv']
['v', 'iv']	['v', 'tv']	['tv', 'iv']
['n', 'attr']	['np', 'top', 'attr']	['top', 'n', 'np']
['n', 'nom']	['np', 'top', 'nom']	['top', 'n', 'np']
['predet', 'mf', 'sp']	['predet', 'm', 'pl']	['sp', 'm', 'mf', 'pl']
['det', 'def', 'sp']	['det', 'def', 'mf', 'pl']	['sp', 'mf', 'pl']
['det', 'ind', 'sp']	['det', 'ind', 'f', 'sg']	['sp', 'sg', 'f']
['det', 'ind', 'mf', 'sg']	['det', 'ind', 'mf', 'pl']	['sg', 'pl']
['prn', 'def', 'mf', 'sg']	['prn', 'tn', 'm', 'sg']	['m', 'tn', 'mf', 'def']
['prn', 'def', 'mf', 'sp']	['prn', 'tn', 'nt', 'sg']	['sp', 'tn', 'def', 'nt', 'sg', 'mf']
['prn', 'dem', 'mf', 'sg']	['prn', 'tn', 'nt', 'sg']	['tn', 'dem', 'mf', 'nt']
['det', 'pos', 'mf', 'sp']	['det', 'pos', 'mf', 'pl']	['sp', 'pl']
['det', 'pos', 'm', 'sp']	['det', 'pos', 'GD', 'ND']	['sp', 'ND', 'm', 'GD']
['det', 'pos', 'GD', 'sp']	['det', 'pos', 'mf', 'pl']	['sp', 'pl', 'mf', 'GD']
['det', 'pos', 'f', 'sp']	['det', 'pos', 'GD', 'ND']	['sp', 'ND', 'f', 'GD']
['det', 'pos', 'mf', 'sp']	['det', 'pos', 'mf', 'ND']	['sp', 'ND']
['prn', 'subj', 'p2', 'mf', 'pl']	['prn', 'tn', 'p2', 'mf', 'pl']	['subj', 'tn']
['prn', 'obj', 'p1', 'mf', 'sg']	['prn', 'pro', 'p1', 'mf', 'sg']	['pro', 'obj']
['prn', 'obj', 'p3', 'm', 'sg']	['prn', 'pro', 'p3', 'm', 'sg']	['pro', 'obj']
['prn', 'obj', 'p3', 'f', 'sg']	['prn', 'pro', 'p3', 'f', 'sg']	['pro', 'obj']
['prn', 'obj', 'p1', 'mf', 'pl']	['prn', 'pro', 'p1', 'mf', 'pl']	['pro', 'obj']
['prn', 'obj', 'p2', 'mf', 'pl']	['prn', 'pro', 'p2', 'mf', 'pl']	['pro', 'obj']
['prn', 'obj', 'p3', 'mf', 'pl']	['prn', 'pro', 'p3', 'mf', 'pl']	['pro', 'obj']
['prn', 'obj', 'p1', 'mf', 'sg']	['prn', 'tn', 'p1', 'mf', 'sg']	['tn', 'obj']
['prn', 'obj', 'p2', 'mf', 'sg']	['prn', 'tn', 'p2', 'mf', 'sg']	['tn', 'obj']
['prn', 'obj', 'p3', 'GD', 'sg']	['prn', 'pro', 'p3', 'mf', 'sg']	['pro', 'obj', 'mf', 'GD']
['prn', 'obj', 'p3', 'm', 'sg']	['prn', 'pro', 'p3', 'mf', 'sg']	['pro', 'mf', 'obj', 'm']
['prn', 'obj', 'p3', 'f', 'sg']	['prn', 'tn', 'p3', 'f', 'sg']	['tn', 'obj']
['prn', 'obj', 'p3', 'mf', 'pl']	['prn', 'tn', 'p3', 'm', 'pl']	['m', 'tn', 'obj', 'mf']
['prn', 'ref', 'p3', 'm', 'sg']	['prn', 'ref', 'p3', 'GD', 'sg']	['m', 'GD']
['prn', 'ref', 'p3', 'f', 'sg']	['prn', 'ref', 'p3', 'GD', 'sg']	['f', 'GD']
['prn', 'ref', 'p3', 'ND', 'sg']	['prn', 'ref', 'p3', 'm', 'sg']	['m', 'ND']
['prn', 'dem', 'm', 'sg']	['prn', 'tn', 'm', 'sg']	['tn', 'dem']
['prn', 'dem', 'f', 'sg']	['prn', 'tn', 'f', 'sg']	['tn', 'dem']
['prn', 'ind', 'mf', 'pl']	['prn', 'tn', 'm', 'pl']	['m', 'tn', 'ind', 'mf']
['prn', 'ind', 'mf', 'sg']	['prn', 'tn', 'm', 'pl']	['tn', 'ind', 'm', 'pl', 'sg', 'mf']
['prn', 'ind', 'mf', 'pl']	['prn', 'tn', 'GD', 'ND']	['ND', 'tn', 'ind', 'pl', 'mf', 'GD']
['prn', 'def', 'm', 'sg']	['prn', 'tn', 'mf', 'sg']	['tn', 'mf', 'm', 'def']
['prn', 'def', 'f', 'sg']	['prn', 'tn', 'mf', 'sg']	['f', 'mf', 'def', 'tn']
['prn', 'def', 'GD', 'sg']	['prn', 'tn', 'mf', 'sg']	['tn', 'mf', 'def', 'GD']
['prn', 'def', 'mf', 'pl']	['prn', 'tn', 'mf', 'pl']	['tn', 'def']
['prn', 'pos', 'mf']	['prn', 'pos', 'f']	['f', 'mf']
['prn', 'pos', 'm']	['prn', 'pos', 'GD']	['m', 'GD']
['prn', 'pos', 'GD']	['prn', 'pos', 'f']	['f', 'GD']
['prn', 'pos', 'f']	['prn', 'pos', 'GD']	['f', 'GD']
['prn', 'def', 'mf', 'sg']	['prn', 'tn', 'nt', 'sg']	['tn', 'nt', 'mf', 'def']
['prn', 'ind', 'mf', 'sg']	['prn', 'tn', 'nt', 'sg']	['tn', 'ind', 'mf', 'nt']
['prn', 'ind', 'mf', 'sg']	['prn', 'tn', 'GD', 'pl']	['tn', 'ind', 'pl', 'sg', 'mf', 'GD']
['prn', 'rel', 'mf', 'sg']	['rel', 'nt', 'sg']	['prn', 'mf', 'nt']
['num', 'mf']	['num', 'f']	['f', 'mf']
['num', 'GD', 'pl']	['num', 'mf', 'pl']	['mf', 'GD']
['num', 'm', 'pl']	['num', 'mf', 'pl']	['mf', 'm']
['num', 'f', 'pl']	['num', 'mf', 'pl']	['f', 'mf']
['num', 'ord', 'mf', 'sp']	['num', 'ord', 'm', 'pl']	['sp', 'm', 'mf', 'pl']
['num', 'ord', 'mf', 'sp']	['num', 'ord', 'mf', 'pl']	['sp', 'pl']
['adj', 'mf', 'sp']	['adj', 'f', 'pl']	['sp', 'f', 'mf', 'pl']
['adj', 'mf', 'sp']	['adj', 'mf', 'pl']	['sp', 'pl']
['adj', 'sint']	['adj', 'mf', 'ND']	['sint', 'mf', 'ND']
['adj', 'itg', 'mf', 'sp']	['adj', 'itg', 'f', 'pl']	['sp', 'f', 'mf', 'pl']
['prn', 'itg', 'mf', 'sp']	['rel', 'm', 'pl']	['sp', 'itg', 'pl', 'm', 'rel', 'prn', 'mf']
['prn', 'itg', 'mf', 'pl']	['rel', 'm', 'pl']	['itg', 'm', 'rel', 'prn', 'mf']
['adj', 'ind', 'mf', 'sp']	['adj', 'ind', 'mf', 'pl']	['sp', 'pl']
['adj', 'sint']	['adj', 'mf', 'sp']	['sp', 'sint', 'mf']
['adj', 'ind', 'mf', 'sp']	['adj', 'm', 'pl']	['sp', 'ind', 'm', 'pl', 'mf']
['adj', 'mf', 'sp']	['adj', 'm', 'pl']	['sp', 'm', 'mf', 'pl']
['det', 'ind', 'mf', 'sp']	['det', 'ind', 'm', 'pl']	['sp', 'm', 'mf', 'pl']
['adj', 'sint']	['adj', 'GD', 'ND']	['ND', 'sint', 'GD']
['adj', 'mf', 'sp']	['adj']	['sp', 'mf']
['adj', 'mf', 'pl']	['adj', 'GD', 'pl']	['mf', 'GD']
['adj', 'f', 'sg']	['adj', 'm', 'sg']	['f', 'm']
['adj', 'GD', 'ND']	['adj', 'mf', 'pl']	['pl', 'GD', 'mf', 'ND']
['adj', 'sint']	['adj', 'f', 'ND']	['f', 'sint', 'ND']
['adj', 'sint']	['adj', 'GD', 'sp']	['sp', 'sint', 'GD']
['adj', 'mf', 'sp']	['adj', 'f', 'sp']	['f', 'mf']
['adj', 'mf', 'sp']	['adj', 'f', 'sg']	['sp', 'sg', 'f', 'mf']
['n', 'f']	['n', 'f', 'pl']	['pl']
['n', 'm']	['n', 'm', 'pl']	['pl']
['n', 'm', 'sg']	['n', 'GD', 'sg']	['m', 'GD']
['n', 'm', 'pl']	['n', 'GD', 'pl']	['m', 'GD']
['n', 'm', 'ND']	['n', 'mf', 'GD']	['GD', 'mf', 'm', 'ND']
['n', 'GD']	['n', 'ND']	['ND', 'GD']
['n', 'pl']	['n', 'f']	['f', 'pl']
['n', 'f']	['n', 'f', 'sg']	['sg']
['n', 'm']	['n', 'f', 'sg']	['sg', 'f', 'm']
['n', 'f', 'ND']	['n', 'm', 'sg']	['sg', 'f', 'm', 'ND']
['n', 'm', 'GD']	['n', 'm', 'sp']	['sp', 'GD']
['n', 'ND']	['n', 'mf']	['mf', 'ND']
['n', 'acr']	['np', 'acr', 'f', 'sg']	['sg', 'f', 'n', 'np']
['n', 'acr']	['np', 'acr', 'm', 'pl']	['m', 'n', 'np', 'pl']
['np', 'top', 'sg']	['np', 'top']	['sg']
['np', 'top', 'm', 'sg']	['np', 'top']	['sg', 'm']
['np', 'top', 'pl']	['np', 'top']	['pl']
['np', 'cog', 'mf', 'sg']	['np', 'cog']	['sg', 'mf']
['np', 'ant', 'm', 'sg']	['np', 'ant']	['sg', 'm']
['np', 'al', 'mf', 'sg']	['np', 'al']	['sg', 'mf']
['np', 'al', 'mf', 'sg']	['np', 'al', 'm']	['sg', 'm', 'mf']
['np', 'al', 'mf', 'pl']	['np', 'al', 'pl']	['mf']
['np', 'al', 'm', 'sg']	['np', 'al', 'm']	['sg']
['np', 'al', 'm', 'sg']	['np', 'al', 'f']	['sg', 'f', 'm']
['np', 'al', 'f', 'sg']	['np', 'al', 'f']	['sg']
['np', 'al', 'f', 'sg']	['np', 'al', 'm']	['sg', 'f', 'm']
['vblex', 'tv']	['vblex']	['tv']
